1	0510	” TOKYO SWING ”	サーティーン / ヤーチャイカ / 夜の夢 / Taiko Super Kicks	■開場/開演：18:30/19:00br2n■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0511	セクシーパンサー×助っ人集団☆石井ジャイアンツ共同企画br2n「第2回NEWジェネレーション〜スベったら全額返金GIG〜」	セクシーパンサー / 助っ人集団☆石井ジャイアンツ / HARACHIKA−グレコ / ユタ州 / Su凸ko D凹koi / やってやるんだマン / ＧｕＲｅＭ♂♀Ｎ / クニサダケイタ	※The Bugchatzが解散のためキャンセルとなりました。br2n■開場/開演：16:00/16:30br2n■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n★高校生割：¥500[D別 ¥500] br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0512	” 小さなギフト ”	はるお幕府 (28才) / Nagisa / ささきたかゆき / フジーシンゴ (march) / 大竹直人	■開場/開演：18:30/19:00br2n■前売/当日：¥1,000/¥1,000 [2D別 ¥1,000]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0513	” Motion day! ”	硝子越しの暴走/ カタカナ / スペーストラブラーズ / よいの魚 / トシミツ (ABC友の会)	■開場/開演：18:00/18:30br2n■前売/当日：¥2,000/¥2,000 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0514	crownshop presents ” Welcome to the kingdom vol.6 ”	crownshop / tradlad / apnoea / FRACTLEAP	■開場/開演：18:00/18:30br2n■前売/当日：¥2,000/¥2,000 [D別 ¥500]br2n★高校生以下¥1,000 OFF!! (要学生証提示)br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0515	PiSTream presents 〜Reversible Emotion:Vol.6〜	出演： 名久井ミコ、Kaedi、荒井美結、（O.A.）tasotokyo	■開場/開演：18:00/18:30br2n■前売：一般¥2,500/学割¥2,000 br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0516	” Motion presents オトワラシリリースパーティ！ ”	オトワラシ(大阪) / HISTGRAM / Doxie / zooqs / Mahor / シガテラ / こゆび	■開場/開演：17:30/18:00br2n■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion)/受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0517	YOYOYOYORUNO企画br2n「大東京コンクリート第三回〜ささやかな巨大お楽しみ会〜」	YOYOYOYORUNO / VIDEOTAPEMUSIC / 泊 / 飯田華子	■開場/開演：18:00/18:30br2n■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0518	” Motion day! ”	Perfect Clear Sky / 岡山ガールズコレクション / hanarei / メルシーバッハ	■開場/開演：18:00/18:30br2n■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0519	” Motion春の親睦会！”	※どなたでも参加可能です！br2n※Motionスタッフ手作りフードの販売もあります！	■開場/開演：19:00/19:00br2n■参加費：¥2,000[飲み放題付き]br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
