1	0330	” RIOT CHILD ”	Buddha In My Room(札幌) / nikka / shuhei yasuda / blousemepop / Gentlemen 1st	■開場/開演：18:00/18:30br2n■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0331	” 小さなギフト ”	ゆゆゆ / ビスコさんは人見知り / ポップしなないで / パスカール / 白石悠(水泳)	■開場/開演：18:00/18:30br2n■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0401	ぽわん新メンバーお披露目ワンマン	ぽわん	※トークあり、チェキ会あり、の親睦ワンマン！br2n■開場/開演：18:30/19:00 br2n■前売/当日：¥1,500/未定 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0402	keisuke×Motion presentsbr2n”ピーターパン症候群 -楽しいことしかしたくない- ”	Party the Anniversary / sesta / ABSOLU TONE / 宇宙クラブ / and more...	■開場/開演：未定br2n■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0403	” Chronicle vol.6 -あいくれにあいにきてくれ- ”	あいくれ / アカイロ / クロノマップ / 180°words / and more...	■開場/開演：未定br2n■前売/当日：¥2,000/¥2,500 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0404	” TOKYO SWING ”	bronbaba / 余命百年 / 逃亡くそタわけ / THIS IS JAPAN / THE 大日如来ズ / ＋1BAND(後日発表)	■開場/開演：17:30/18:00br2n■前売/当日：¥2,000/未定 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0405	セクシーパンサー×助っ人集団☆石井ジャイアンツ presents br2n” スベりタイフーンフェスティバル2015 ”	セクシーパンサー / 助っ人集団☆石井ジャイアンツ / ザ・マスミサイル /王様 / 太陽族 / ユタ州 / ひとりぼっち秀吉BAND / 伝説 / SUNDAYS / ラバーズアンドガバーズ / THE激珍ららズ / フリサト / 木下哲男 / THE 春夏秋冬 / センディングベース / THE OLIVE / にわかあめ / 元気堂 / バンディッツ / THE ADAM'S APPLES & BOB / new語 /THE ビュンビュンズ / 小林大輔 / THE JUNK CRASH / グレコまん(HARACHIKA-グレコ) / クマーキー(GREEN BEAR) / THE GREEN JAMBO / パブリック忍者 / GuReM♂♀N / 衛生ヴァージン / クニサダケ イタ / タサキダイチ	※MARZ、Marble、Motion往来イベントbr2n■開場/開演：11:30/12:00br2n■前売/当日：¥3,000/¥3,500 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion)/受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0406	” Rockin’High School~vol.6 ”	Spring my Emotion / Eternal Escape / Scar / 俺らのケツはタムタムず / BEAT ANGEL / and more...	■開場/開演：16:00/16:30br2n■前売/当日：¥1,000/¥1,000 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0407	” NEW URBAN PROGRAM ”	OCCURPOO / パンとサーカス / PX / HELLO AND ROLL / and more...	■開場/開演：未定br2n■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion) /受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
1	0408	” Chronicle vol.7 ”	sayonara parade / Fuzz Lovers 〜歪んだ恋愛観〜 / サイコロイス / House in Palais / 断絶交流 / おくむらa	■開場/開演：17:30/18:00br2n■前売/当日：¥2,000/¥2,300 [D別 ¥500]br2n■席種：スタンディングbr2n■チケット発売中br2n■店頭販売&TEL予約/03-3202-8308 (Motion)/受付時間(前日まで）14:00〜22:00br2n22時以降は18歳未満の方は入場出来ません。ご来場の際は必ず身分証明書をお持ち下さい。また、20歳未満の方には酒類の販売は致しません。
